spec	Fold_0
nist_1971737	train
nist_1971747	train
nist_1971760	train
nist_1971792	train
nist_1971801	train
nist_1971818	train
nist_1971839	train
nist_1971861	train
nist_1971877	train
nist_1971894	train
nist_1971906	val
nist_1971930	val
nist_1971957	val
nist_1971992	train
nist_1972022	train
nist_1972032	train
nist_1972052	train
nist_1972073	train
nist_1972129	train
nist_1972138	train
nist_1972160	train
nist_1972240	train
nist_1972251	train
nist_1972302	train
nist_1972315	train
nist_1972349	train
nist_1972356	train
nist_1972367	train
nist_1972374	train
nist_1972387	train
nist_1972434	train
nist_1972463	train
nist_1972467	train
nist_1972499	train
nist_1972534	val
nist_1972549	train
nist_1972588	train
nist_1972606	train
nist_1972634	train
nist_1972659	train
nist_1972680	train
nist_1972706	train
nist_1972726	train
nist_1972744	train
nist_1972776	train
nist_1972799	train
nist_1972819	train
nist_1972826	train
nist_1972850	train
nist_1972870	test
nist_1972905	test
nist_1972925	test
nist_1972930	test
nist_1972942	train
nist_1972961	train
nist_1973008	train
nist_1973030	train
nist_1973051	train
nist_1973079	val
nist_1973100	train
nist_1973117	train
nist_1973156	train
nist_1973199	train
nist_1973213	train
nist_1973235	train
nist_1973259	train
nist_1973264	train
nist_1973294	train
nist_1973308	train
nist_1973328	train
nist_1973364	train
nist_1973368	train
nist_1973420	train
nist_1973437	train
nist_1973445	train
nist_1973454	train
nist_1973462	train
nist_1973480	train
nist_1973506	train
nist_1973511	train
nist_1973521	train
nist_1973548	train
nist_1973585	train
nist_1973621	test
nist_1973642	test
nist_1973667	test
nist_1973674	test
nist_1973693	test
nist_1973716	train
nist_1973734	train
nist_1973785	train
nist_1973814	train
nist_1973842	train
nist_1973861	train
nist_1973880	train
nist_1973914	train
nist_1973949	val
nist_1973969	val
nist_1974015	val
nist_1974034	val
nist_1974044	train
nist_1974070	train
nist_1974090	train
nist_1974104	train
nist_1974110	train
nist_1974126	train
nist_1974140	train
nist_1974156	val
nist_1974191	val
nist_1974217	train
nist_1974251	val
nist_1974287	train
nist_1974313	train
nist_1974329	train
nist_1974344	train
nist_1974356	train
nist_1974376	train
nist_1974417	train
nist_1974424	train
nist_1974431	train
nist_1974450	train
nist_1974479	train
nist_1974488	train
nist_1974507	train
nist_1974525	train
nist_1974541	train
nist_1974582	train
nist_1974602	train
nist_1974624	train
nist_1974641	train
nist_1974656	train
nist_1974683	train
nist_1974705	train
nist_1974726	train
nist_1974730	train
nist_1974791	test
nist_1974814	test
nist_1974844	test
nist_1974874	train
nist_1974901	train
nist_1974934	train
nist_1974938	train
nist_1974972	train
nist_1974979	train
nist_1974996	train
nist_1975012	train
nist_1975034	train
nist_1975054	train
nist_1975072	train
nist_1975104	train
nist_1975120	train
nist_1975151	train
nist_1975166	train
nist_1975184	train
nist_1975205	train
nist_1975232	train
nist_1975242	train
nist_1975271	train
nist_1975288	train
nist_1975304	train
nist_1975315	train
nist_1975334	train
nist_1975353	train
nist_1975360	train
nist_1975380	val
nist_1975401	val
nist_1975429	val
nist_1975438	val
nist_1975456	val
nist_1975470	train
nist_1975507	train
nist_1975521	train
nist_1975531	train
nist_1975553	train
nist_1975567	train
nist_1975582	test
nist_1975602	test
nist_1975637	test
nist_1975687	train
nist_1975709	train
nist_1975744	train
nist_1975760	train
nist_1975781	train
nist_1975791	train
nist_1975814	train
nist_1975848	train
nist_1975861	train
nist_1975867	train
nist_1975928	train
nist_1975952	val
nist_1975969	val
nist_1975982	val
nist_1975993	val
nist_1976013	val
nist_1976031	train
nist_1976066	train
nist_1976106	train
nist_1976131	train
nist_1976155	train
nist_1976174	train
nist_1976186	train
nist_1976199	train
nist_1976222	train
nist_1976260	train
nist_1976312	test
nist_1976351	train
nist_1976374	train
nist_1976391	train
nist_1976415	train
nist_1976434	train
nist_1976482	train
nist_1976502	train
nist_1976521	train
nist_1976554	train
nist_1976565	train
nist_1976590	val
nist_1976630	train
nist_1976666	train
nist_1976686	train
nist_1976709	train
nist_1976715	train
nist_1976736	train
nist_1976763	train
nist_1976776	train
nist_1976780	train
nist_1976793	train
nist_1976805	train
nist_1976825	train
nist_1976845	train
nist_1976869	train
nist_1976877	train
nist_1976896	train
nist_1976909	train
nist_1976947	train
nist_1976955	train
nist_1976972	train
nist_1976990	train
nist_1977003	train
nist_1977019	train
nist_1977040	test
nist_1977079	test
nist_1977084	train
nist_1977103	val
nist_1977120	val
nist_1977135	val
nist_1977141	val
nist_1977162	val
nist_1977188	train
nist_1977213	train
nist_1977259	train
nist_1977265	train
nist_1977295	train
nist_1977315	train
nist_1977351	train
nist_1977368	train
nist_1977397	train
nist_1977405	train
nist_1977453	train
nist_1977494	train
nist_1977543	train
nist_1977564	test
nist_1977579	train
nist_1977602	train
nist_1977620	train
nist_1977686	train
nist_1977695	test
nist_1977713	test
nist_1977729	test
nist_1977752	test
nist_1977789	train
nist_1977823	train
nist_1977833	train
nist_1977846	train
nist_1977876	train
nist_1977898	train
nist_1977955	test
nist_1977976	train
nist_1977998	train
nist_1978045	train
nist_1978050	train
nist_1978080	train
nist_1978127	train
nist_1978159	train
nist_1978198	train
nist_1978205	train
nist_1978232	test
nist_1978267	test
nist_1978293	train
nist_1978314	train
nist_1978332	train
nist_1978333	train
nist_1978343	train
nist_1978360	train
nist_1978390	train
nist_1978461	train
nist_1978468	train
nist_1978488	train
nist_1978511	train
nist_1978523	test
nist_1978548	test
nist_1978575	train
nist_1978608	train
nist_1978620	train
nist_1978635	train
nist_1978664	train
nist_1978672	train
nist_1978692	train
nist_1978718	train
nist_1978772	train
nist_1978807	train
nist_1978820	train
nist_1978848	train
nist_1978856	train
nist_1978878	train
nist_1978912	train
nist_1978926	train
nist_1978949	test
nist_1978971	test
nist_1978993	train
nist_1979006	train
nist_1979029	train
nist_1979044	train
nist_1979060	train
nist_1979066	val
nist_1979083	val
nist_1979111	val
nist_1979128	val
nist_1979147	train
nist_1979179	train
nist_1979198	train
nist_1979230	test
nist_1979256	train
nist_1979284	train
nist_1979314	train
nist_1979335	train
nist_1979364	train
nist_1979380	train
nist_1979393	train
nist_1979441	train
nist_1979472	train
nist_1979492	train
nist_1979525	train
nist_1979547	train
nist_1979565	train
nist_1979587	train
nist_1979608	train
nist_1979674	train
nist_1979713	train
nist_1979744	train
nist_1979752	train
nist_1979761	train
nist_1979781	train
nist_1979804	test
nist_1979818	test
nist_1979838	test
nist_1979870	train
nist_1979906	train
nist_1979926	train
nist_1979964	train
nist_1979982	train
nist_1979998	train
nist_1980023	train
nist_1980050	train
nist_1980053	train
nist_1980094	train
nist_1980109	train
nist_1980127	train
nist_1980142	train
nist_1980165	train
nist_1980183	train
nist_1980202	train
nist_1980220	train
nist_1980255	train
nist_1980276	train
nist_1980297	train
nist_1980349	val
nist_1980369	val
nist_1980407	val
nist_1980444	train
nist_1980483	train
nist_1980519	val
nist_1980548	val
nist_1980566	val
nist_1980584	train
nist_1980607	train
nist_1980626	train
nist_1980662	train
nist_1980679	train
nist_1980707	train
nist_1980712	train
nist_1980744	train
nist_1980761	train
nist_1980781	train
nist_1980805	train
nist_1980825	train
nist_1980852	val
nist_1980895	val
nist_1980945	val
nist_1980966	val
nist_1980992	val
nist_1980999	val
nist_1981015	val
nist_1981085	train
nist_1981106	train
nist_1981120	train
nist_1981125	train
nist_1981147	train
nist_1981184	train
nist_1981206	train
nist_1981226	train
nist_1981241	train
nist_1981261	train
nist_1981279	train
nist_1981299	train
nist_1981329	train
nist_1981332	train
nist_1981425	train
nist_1981446	train
nist_1981476	train
nist_1981510	train
nist_1981524	train
nist_1981532	train
nist_1981552	train
nist_1981599	train
nist_1981620	train
nist_1981654	train
nist_1981693	train
nist_1981711	train
nist_1981737	train
nist_1981755	train
nist_1981788	train
nist_1981802	train
nist_1981826	train
nist_1981855	train
nist_1981872	train
nist_1981890	train
nist_1981923	train
nist_1981941	train
nist_1981957	train
nist_1981973	train
nist_1981981	train
nist_1982003	train
nist_1982006	train
nist_1982043	train
nist_1982073	train
nist_1982084	train
nist_1982093	val
nist_1982119	train
nist_1982160	val
nist_1982187	val
nist_1982194	train
nist_1982210	train
nist_1982246	train
nist_1982286	train
nist_1982327	train
nist_1982373	train
nist_1982398	train
nist_1982427	train
nist_1982444	train
nist_1982470	train
nist_1982492	train
nist_1982520	train
nist_1982550	test
nist_1982573	test
nist_1982608	test
nist_1982621	test
nist_1982642	test
nist_1982701	train
nist_1982735	train
nist_1982741	train
nist_1982763	train
nist_1982805	train
nist_1982859	train
nist_1982879	train
nist_1982895	train
nist_1982904	train
nist_1982918	train
nist_1982931	train
nist_1982967	train
nist_1982980	train
nist_1983016	val
nist_1983032	val
nist_1983057	val
nist_1983070	train
nist_1983088	train
nist_1983094	train
nist_1983102	train
nist_1983118	train
nist_1983131	train
nist_1983173	test
nist_1983207	train
nist_1983224	train
nist_1983272	train
nist_1983331	train
nist_1983351	train
nist_1983380	train
nist_1983384	train
nist_1983401	train
nist_1983415	train
nist_1983451	train
nist_1983480	train
nist_1983499	train
nist_1983520	train
nist_1983545	train
nist_1983553	train
nist_1983571	train
nist_1983584	train
nist_1983601	train
nist_1983635	train
nist_1983645	test
nist_1983682	test
nist_1983728	train
nist_1983747	train
nist_1983785	train
nist_1983810	train
nist_1983854	train
nist_1983879	train
nist_1983924	test
nist_1983932	train
nist_1983949	train
nist_1983982	train
nist_1983993	train
nist_1984002	train
nist_1984054	val
nist_1984076	val
nist_1984097	val
nist_1984113	train
nist_1984148	train
nist_1984177	val
nist_1984192	val
nist_1984216	train
nist_1984238	train
nist_1984263	train
nist_1984265	train
nist_1984306	train
nist_1984325	train
nist_1984367	train
nist_1984391	train
nist_1984415	train
nist_1984434	train
nist_1984454	train
nist_1984478	train
nist_1984489	train
nist_1984515	train
nist_1984556	train
nist_1984598	train
nist_1984617	train
nist_1984670	train
nist_1984687	train
nist_1984709	train
nist_1984738	train
nist_1984761	train
nist_1984802	train
nist_1984833	train
nist_1984859	train
nist_1984877	train
nist_1984890	train
nist_1984902	train
nist_1984926	train
nist_1984946	train
nist_1984975	test
nist_1984988	test
nist_1985007	test
nist_1985034	test
nist_1985068	test
nist_1985087	test
nist_1985104	test
nist_1985154	train
nist_1985179	train
nist_1985194	test
nist_1985218	test
nist_1985247	test
nist_1985260	test
nist_1985271	train
nist_1985303	train
nist_1985322	train
nist_1985330	val
nist_1985345	val
nist_1985354	train
nist_1985390	test
nist_1985440	test
nist_1985470	train
nist_1985486	train
nist_1985498	train
nist_1985515	train
nist_1985529	train
nist_1985551	train
nist_1985567	train
nist_1985589	val
nist_1985652	val
nist_1985668	val
nist_1985702	train
nist_1985740	train
nist_1985773	train
nist_1985787	train
nist_1985797	train
nist_1985850	train
nist_1985872	train
nist_1985921	train
nist_1985953	train
nist_1985960	train
nist_1985970	train
nist_1985985	train
nist_1985995	train
nist_1986028	train
nist_1986040	train
nist_1986076	train
nist_1986089	train
nist_1986124	val
nist_1986144	val
nist_1986173	val
nist_1986182	val
nist_1986201	train
nist_1986218	train
nist_1986247	train
nist_1986257	train
nist_1986269	train
nist_1986306	train
nist_1986321	val
nist_1986359	train
nist_1986368	val
nist_1986418	val
nist_1986430	test
nist_1986472	test
nist_1986488	test
nist_1986536	test
nist_1986574	train
nist_1986603	train
nist_1986651	train
nist_1986673	train
nist_1986694	train
nist_1986703	train
nist_1986723	train
nist_1986735	train
nist_1986755	train
nist_1986783	train
nist_1986794	train
nist_1986813	train
nist_1986835	train
nist_1986857	train
nist_1986882	train
nist_1986891	train
nist_1986907	train
nist_1986919	train
nist_1986939	train
nist_1986956	train
nist_1986966	train
nist_1986993	train
nist_1987010	train
nist_1987044	train
nist_1987069	train
nist_1987107	train
nist_1987126	train
nist_1987147	train
nist_1987174	train
nist_1987223	train
nist_1987231	train
nist_1987240	train
nist_1987266	test
nist_1987280	test
nist_1987290	train
nist_1987354	train
nist_1987388	test
nist_1987422	train
nist_1987459	train
nist_1987502	train
nist_1987544	train
nist_1987593	train
nist_1987637	train
nist_1987670	train
nist_1987683	train
nist_1987691	train
nist_1987732	val
nist_1987740	val
nist_1987759	train
nist_1987796	train
nist_1987813	train
nist_1987849	train
nist_1987869	train
nist_1987903	train
nist_1987934	train
nist_1987952	test
nist_1987982	train
nist_1988008	train
nist_1988026	train
nist_1988045	train
nist_1988081	train
nist_1988110	val
nist_1988136	train
nist_1988170	train
nist_1988210	train
nist_1988228	train
nist_1988237	train
nist_1988266	train
nist_1988289	test
nist_1988307	test
nist_1988327	train
nist_1988368	train
nist_1988382	train
nist_1988391	train
nist_1988428	train
nist_1988441	train
nist_1988464	train
nist_1988474	train
nist_1988481	test
nist_1988500	test
nist_1988507	test
nist_1988519	train
nist_1988547	train
nist_1988550	test
nist_1988568	test
nist_1988586	test
nist_1988602	test
nist_1988614	train
nist_1988653	train
nist_1988683	train
nist_1988710	train
nist_1988722	train
nist_1988756	train
nist_1988768	train
nist_1988786	train
nist_1988806	train
nist_1988821	train
nist_1988838	train
nist_1988859	train
nist_1988899	train
nist_1988918	train
nist_1988937	train
nist_1988957	train
nist_1988966	train
nist_1988973	train
nist_1988990	train
nist_1989001	train
nist_1989017	train
nist_1989034	train
nist_1989065	train
nist_1989082	train
nist_1989104	train
nist_1989140	train
nist_1989159	train
nist_1989179	train
nist_1989205	train
nist_1989218	test
nist_1989232	test
nist_1989240	train
nist_1989311	train
nist_1989341	val
nist_1989363	val
nist_1989372	train
nist_1989392	train
nist_1989402	train
nist_1989418	train
nist_1989460	train
nist_1989489	train
nist_1989512	val
nist_1989533	val
nist_1989592	val
nist_1989600	test
nist_1989610	train
nist_1989646	train
nist_1989661	train
nist_1989669	val
nist_1989674	val
nist_1989694	test
nist_1989719	test
nist_1989742	test
nist_1989754	train
nist_1989771	train
nist_1989797	train
nist_1989810	train
nist_1989846	train
nist_1989895	train
nist_1989913	train
nist_1989942	train
nist_1989954	train
nist_1989974	train
nist_1990000	train
nist_1990007	train
nist_1990028	train
nist_1990049	train
nist_1990075	train
nist_1990081	train
nist_1990100	train
nist_1990120	train
nist_1990143	train
nist_1990173	train
nist_1990190	train
nist_1990211	train
nist_1990230	train
nist_1990252	train
nist_1990270	train
nist_1990324	train
nist_1990345	train
nist_1990364	train
nist_1990400	train
nist_1990413	train
nist_1990431	train
nist_1990454	train
nist_1990472	train
nist_1990502	train
nist_1990509	train
nist_1990535	train
nist_1990548	train
nist_1990562	train
nist_1990585	train
nist_1990593	train
nist_1990596	train
nist_1990612	train
nist_1990632	train
nist_1990653	train
nist_1990679	train
nist_1990682	train
nist_1990702	train
nist_1990738	train
nist_1990758	train
nist_1990772	train
nist_1990780	train
nist_1990801	train
nist_1990826	train
nist_1990832	train
nist_1990850	train
nist_1990870	val
nist_1990892	val
nist_1990913	val
nist_1990933	val
nist_1990957	val
nist_1990997	val
nist_1991036	train
nist_1991054	train
nist_1991075	train
nist_1991092	train
nist_1991138	train
nist_1991170	train
nist_1991188	train
nist_1991204	train
nist_1991215	train
nist_1991236	train
nist_1991256	train
nist_1991262	train
nist_1991321	val
nist_1991340	val
nist_1991376	val
nist_1991399	val
nist_1991430	val
nist_1991444	val
nist_1991463	train
nist_1991510	train
nist_1991540	test
nist_1991558	test
nist_1991582	test
nist_1991596	test
nist_1991602	test
nist_1991610	test
nist_1991631	test
nist_1991653	train
nist_1991662	train
nist_1991675	train
nist_1991688	train
nist_1991700	train
nist_1991719	train
nist_1991743	train
nist_1991761	train
nist_1991783	train
nist_1991807	train
nist_1991828	train
nist_1991856	train
nist_1991865	train
nist_1991881	train
nist_1991900	train
nist_1991918	train
nist_1991941	train
nist_1991959	train
nist_1991982	train
nist_1992028	val
nist_1992051	val
nist_1992099	val
nist_1992143	test
nist_1992165	test
nist_1992209	test
nist_1992216	test
nist_1992236	test
nist_1992277	train
nist_1992318	train
nist_1992335	train
nist_1992355	train
nist_1992366	train
nist_1992423	train
nist_1992461	train
nist_1992516	train
nist_1992538	train
nist_1992559	train
nist_1992583	train
nist_1992610	train
nist_1992641	train
nist_1992685	train
nist_1992720	test
nist_1992758	val
nist_1992800	train
nist_1992838	train
nist_1992888	train
nist_1992939	train
nist_1992959	train
nist_1992964	train
nist_1992970	train
nist_1992984	train
nist_1992996	train
nist_1993009	train
nist_1993038	train
nist_1993079	train
nist_1993123	train
nist_1993181	train
nist_1993344	train
nist_1993365	train
nist_1993387	train
nist_1993395	train
nist_1993404	train
nist_1993412	train
nist_1993456	train
nist_1993501	test
nist_1993527	test
nist_1993554	train
nist_1993564	train
nist_1993573	train
nist_1993589	train
nist_1993607	train
nist_1993629	train
nist_1993664	train
nist_1993697	train
nist_1993738	train
nist_1993760	train
nist_1993781	train
nist_1993790	train
nist_1993836	train
nist_1993858	train
nist_1993915	train
nist_1993921	train
nist_1993959	train
nist_1993967	test
nist_1993972	test
nist_1993993	test
nist_1994000	train
nist_1994014	train
nist_1994050	train
nist_1994108	train
nist_1994125	train
nist_1994149	train
nist_1994201	train
nist_1994209	train
nist_1994250	train
nist_1994258	train
nist_1994266	train
nist_1994295	train
nist_1994335	train
nist_1994381	train
nist_1994397	train
nist_1994411	train
nist_1994428	train
nist_1994452	train
nist_1994467	train
nist_1994492	train
nist_1994511	train
nist_1994529	val
nist_1994536	train
nist_1994560	train
nist_1994599	train
nist_1994606	train
nist_1994626	train
nist_1994661	val
nist_1994683	val
nist_1994714	val
nist_1994727	val
nist_1994754	train
nist_1994787	train
nist_1994802	train
nist_1994820	train
nist_1994836	train
nist_1994855	train
nist_1994877	train
nist_1994889	train
nist_1994913	train
nist_1994941	train
nist_1994969	train
nist_1994976	train
nist_1994998	train
nist_1995029	train
nist_1995050	train
nist_1995078	train
nist_1995092	train
nist_1995113	train
nist_1995132	train
nist_1995149	train
nist_1995177	train
nist_1995188	train
nist_1995201	train
nist_1995244	train
nist_1995274	train
nist_1995302	test
nist_1995345	test
nist_1995372	train
nist_1995408	train
nist_1995413	train
nist_1995435	train
nist_1995471	test
nist_1995487	test
nist_1995500	train
nist_1995511	train
nist_1995520	train
nist_1995541	train
nist_1995567	train
nist_1995579	train
nist_1995630	train
nist_1995661	train
nist_1995740	train
nist_1995756	train
nist_1995800	train
nist_1995829	train
nist_1995845	train
nist_1995862	train
nist_1995867	train
nist_1995891	train
nist_1995950	train
nist_1995964	train
nist_1996078	val
nist_1996124	test
nist_1996179	train
nist_1996194	train
nist_1996231	train
nist_1996248	train
nist_1996272	train
nist_1996293	train
nist_1996356	train
nist_1996386	train
nist_1996410	test
nist_1996433	test
nist_1996436	train
nist_1996451	train
nist_1996458	train
nist_1996470	test
nist_1996488	test
nist_1996532	test
nist_1996562	train
nist_1996667	train
nist_1996672	train
nist_1996679	train
nist_1996721	train
nist_1996732	train
nist_1996741	train
nist_1996769	val
nist_1996776	val
nist_1996790	train
nist_1996797	train
nist_1996820	train
nist_1996832	train
nist_1996867	train
nist_1996876	train
nist_1996913	train
nist_1996952	train
nist_1996990	train
nist_1997067	test
nist_1997077	train
nist_1997107	train
nist_1997143	train
nist_1997160	test
nist_1997179	test
nist_1997214	train
nist_1997227	train
nist_1997267	train
nist_1997302	train
nist_1997334	train
nist_1997351	train
nist_1997381	train
nist_1997399	val
nist_1997435	val
nist_1997443	val
nist_1997483	train
nist_1997507	train
nist_1997552	train
nist_1997570	train
nist_1997590	train
nist_1997628	train
nist_1997644	train
nist_1997703	val
nist_1997707	train
nist_1997731	train
nist_1997746	train
nist_1997769	train
nist_1997789	train
nist_1997808	train
nist_1997818	train
nist_1997836	train
nist_1997874	train
nist_1997879	train
nist_1997885	train
nist_1997904	train
nist_1997943	train
nist_1997966	train
nist_1997989	train
nist_1998008	train
nist_1998064	train
nist_1998073	train
nist_1998089	train
nist_1998110	train
nist_1998159	train
nist_1998202	train
nist_1998248	train
nist_1998278	train
nist_1998285	train
nist_1998302	train
nist_1998312	train
nist_1998348	train
nist_1998366	train
nist_1998367	train
nist_1998385	train
nist_1998410	train
nist_1998452	train
nist_1998460	train
nist_1998490	train
nist_1998515	test
nist_1998521	test
nist_1998534	train
nist_1998558	train
nist_1998599	train
nist_1998617	train
nist_1998635	train
nist_1998661	train
nist_1998678	train
nist_1998698	train
nist_1998714	train
nist_1998763	train
nist_1998780	train
nist_1998796	train
nist_1998825	train
nist_1998873	train
nist_1998888	train
nist_1998907	train
nist_1998917	test
nist_1998940	test
nist_1998946	test
nist_1998984	train
nist_1999005	train
nist_1999026	train
nist_1999048	train
nist_1999082	train
nist_1999120	train
nist_1999150	train
nist_1999160	train
nist_1999209	train
nist_1999221	train
nist_1999266	train
nist_1999270	train
nist_1999310	test
nist_1999355	test
nist_1999360	test
nist_1999405	train
nist_1999438	train
nist_1999489	train
nist_1999501	train
nist_1999510	train
nist_1999585	train
nist_1999592	train
nist_1999609	train
nist_1999638	train
nist_1999661	train
nist_1999678	train
nist_1999685	train
nist_1999708	train
nist_1999764	train
nist_1999773	train
nist_1999803	train
nist_1999842	train
nist_1999896	train
nist_1999934	train
nist_1999939	train
nist_1999981	test
nist_3000091	test
nist_3000095	test
nist_3000119	train
nist_3000139	train
nist_3000153	test
nist_3000197	train
nist_3000206	train
nist_3000238	train
nist_3000274	train
nist_3000280	train
nist_3000319	train
nist_3000327	train
nist_3000346	train
nist_3000369	train
nist_3000374	train
nist_3000407	test
nist_3000470	test
nist_3000473	test
nist_3000501	train
nist_3000507	train
nist_3000536	train
nist_3000544	train
nist_3000554	train
nist_3000562	train
nist_3000577	train
nist_3000613	train
nist_3000622	train
nist_3000724	train
nist_3000739	test
nist_3000761	test
nist_3000769	test
nist_3000785	test
nist_3000826	test
nist_3000836	train
nist_3000953	train
nist_3000997	train
nist_3001035	train
nist_3001055	train
nist_3001100	train
nist_3001147	train
nist_3001164	train
nist_3001173	val
nist_3001178	train
nist_3001186	train
nist_3001240	train
nist_3001270	train
nist_3001273	train
nist_3001294	train
nist_3001314	train
nist_3001330	train
nist_3001352	train
nist_3001369	train
nist_3001405	train
nist_3001411	train
nist_3001421	train
nist_3001434	test
nist_3001463	train
nist_3001487	train
nist_3001555	train
nist_3001587	train
nist_3001607	train
nist_3001614	train
nist_3001628	train
nist_3001653	train
nist_3001688	train
nist_3001708	train
nist_3001733	train
nist_3001784	train
nist_3001804	train
nist_3001820	train
nist_3001914	train
nist_3001931	train
nist_3001951	train
nist_3001970	train
nist_3001975	train
nist_3001985	train
nist_3002004	train
nist_3002041	train
nist_3002047	train
nist_3002066	train
nist_3002083	train
nist_3002117	train
nist_3002122	train
nist_3002160	train
nist_3002196	train
nist_3002234	train
nist_3002250	train
nist_3002285	train
nist_3002291	train
nist_3002309	train
nist_3002333	train
nist_3002372	train
nist_3002379	train
nist_3002390	train
nist_3002415	train
nist_3002419	train
nist_3002455	train
nist_3002463	train
nist_3002488	train
nist_3002509	train
nist_3002555	train
nist_3002571	train
nist_3002588	train
nist_3002627	train
nist_3002637	train
nist_3002666	train
nist_3002676	train
nist_3002692	train
nist_3002699	train
nist_3002719	train
nist_3002770	train
nist_3002772	train
nist_3002809	train
nist_3002848	train
nist_3002869	train
nist_3002890	train
nist_3002913	train
nist_3002936	train
nist_3002970	train
nist_3002992	train
nist_3003012	train
nist_3003028	train
nist_3003070	train
nist_3003076	train
nist_3003130	train
nist_3003135	train
nist_3003165	val
nist_3003189	val
nist_3003213	val
nist_3003238	val
nist_3003248	train
nist_3003262	train
nist_3003298	val
nist_3003319	val
nist_3003356	val
nist_3003410	train
nist_3003426	train
nist_3003466	val
nist_3003491	val
nist_3003522	train
nist_3003546	train
nist_3003564	train
nist_3003578	train
nist_3003590	train
nist_3003617	train
nist_3003652	train
nist_3003668	train
nist_3003678	train
nist_3003698	train
nist_3003703	train
nist_3003749	train
nist_3003789	train
nist_3003797	train
nist_3003807	train
nist_3003813	train
nist_3003838	train
nist_3003861	train
nist_3003887	train
nist_3003915	train
nist_3003942	test
nist_3003982	test
nist_3003985	test
nist_3004002	train
nist_3004025	train
nist_3004026	train
nist_3004045	train
nist_3004064	train
nist_3004084	train
nist_3004103	train
nist_3004122	train
nist_3004127	train
nist_3004184	train
nist_3004205	train
nist_3004216	train
nist_3004254	train
nist_3004269	train
nist_3004291	train
nist_3004310	train
nist_3004326	train
nist_3004357	train
nist_3004394	train
nist_3004433	train
nist_3004453	train
nist_3004475	train
nist_3004494	train
nist_3004501	train
nist_3004520	train
nist_3004551	train
nist_3004594	train
nist_3004612	train
nist_3004673	train
nist_3004679	train
nist_3004706	train
nist_3004712	train
nist_3004722	train
nist_3004743	train
nist_3004758	train
nist_3004804	train
nist_3004815	train
nist_3004835	train
nist_3004865	train
nist_3004897	val
nist_3004917	val
nist_3004954	val
nist_3004972	val
nist_3005004	train
nist_3005014	train
nist_3005034	train
nist_3005055	train
nist_3005108	train
nist_3005119	train
nist_3005146	train
nist_3005170	train
nist_3005178	train
nist_3005198	train
nist_3005204	train
nist_3005223	train
nist_3005249	train
nist_3005271	train
nist_3005298	train
nist_3005321	train
nist_3005388	train
nist_3005461	train
nist_3005479	train
nist_3005497	train
nist_3005520	train
nist_3005542	train
nist_3005556	train
nist_3005614	val
nist_3005631	val
nist_3005653	val
nist_3005675	val
nist_3005706	train
nist_3005729	train
nist_3005784	train
nist_3005796	train
nist_3005818	train
nist_3005840	train
nist_3005859	train
nist_3005872	train
nist_3005893	train
nist_3005913	train
nist_3005947	train
nist_3005962	train
nist_3005984	train
nist_3006000	train
nist_3006027	train
nist_3006046	train
nist_3006067	train
nist_3006081	train
nist_3006121	train
nist_3006123	train
nist_3006130	train
nist_3006133	train
nist_3006160	val
nist_3006184	val
nist_3006232	val
nist_3006240	test
nist_3006280	train
nist_3006320	train
nist_3006337	train
nist_3006359	train
nist_3006368	train
nist_3006377	train
nist_3006391	train
nist_3006398	train
nist_3006419	val
nist_3006441	val
nist_3006488	train
nist_3006521	train
nist_3006534	train
nist_3006550	train
nist_3006555	train
nist_3006568	train
nist_3006590	train
nist_3006640	train
nist_3006658	train
nist_3006664	train
nist_3006684	train
nist_3006708	train
nist_3006740	train
nist_3006749	test
nist_3006753	test
nist_3006775	train
nist_3006794	train
nist_3006812	train
nist_3006816	train
nist_3006831	train
nist_3006851	train
nist_3006859	train
nist_3006888	train
nist_3006908	train
nist_3006978	train
nist_3006999	train
nist_3007040	train
nist_3007060	train
nist_3007065	train
nist_3007080	train
nist_3007090	train
nist_3007122	train
nist_3007145	train
nist_3007152	train
nist_3007174	train
nist_3007180	train
nist_3007215	train
nist_3007224	train
nist_3007247	train
nist_3007303	train
nist_3007313	train
nist_3007355	train
nist_3007378	train
nist_3007398	train
nist_3007415	train
nist_3007478	train
nist_3007488	train
nist_3007523	train
nist_3007571	train
nist_3007583	train
nist_3007602	train
nist_3007623	train
nist_3007634	train
nist_3007649	train
nist_3007668	val
nist_3007683	val
nist_3007704	val
nist_3007711	train
nist_3007745	train
nist_3007773	test
nist_3007788	test
nist_3007810	test
nist_3007814	test
nist_3007821	test
nist_3007851	test
nist_3007872	train
nist_3007912	train
nist_3007920	train
nist_3007936	train
nist_3007953	train
nist_3007957	val
nist_3007994	train
nist_3008003	train
nist_3008039	test
nist_3008080	test
nist_3008085	test
nist_3008101	train
nist_3008131	train
nist_3008134	train
nist_3008165	train
nist_3008170	train
nist_3008223	train
nist_3008290	train
nist_3008324	train
nist_3008345	train
nist_3008365	train
nist_3008428	train
nist_3008463	train
nist_3008481	train
nist_3008499	train
nist_3008518	train
nist_3008535	train
nist_3008542	train
nist_3008559	train
nist_3008571	train
nist_3008593	train
nist_3008623	train
nist_3008637	train
nist_3008653	train
nist_3008696	train
nist_3008729	train
nist_3008758	train
nist_3008769	train
nist_3008789	train
nist_3008799	train
nist_3008821	train
nist_3008842	train
nist_3008857	train
nist_3008896	train
nist_3008958	train
nist_3008966	train
nist_3008984	test
